account_number,customer_id,account_type,branch_code,currency,opening_date,account_status,opening_balance,current_balance,available_balance,interest_rate,minimum_balance,overdraft_limit
ACC000000000389,CUST000657,RECURRING_DEPOSIT,BR0051,USD,2023-04-29,INACTIVE,22288.52,80840.62,81645.52,4.8,500.0,0.0
ACC000000000390,CUST000198,FIXED_DEPOSIT,BR0047,USD,2023-11-04,DORMANT,6652.06,90654.75,66167.04,1.92,500.0,3521.29
ACC000000000391,CUST000512,RECURRING_DEPOSIT,BR0001,USD,2025-09-28,ACTIVE,8329.01,72360.91,67501.12,5.76,0.0,5496.91
ACC000000000392,CUST000106,SAVINGS,BR0038,USD,2023-12-15,ACTIVE,39064.37,73884.89,440.06,4.78,500.0,0.0
ACC000000000393,CUST000184,CURRENT,BR0053,USD,2022-05-26,ACTIVE,31728.74,27823.35,51096.54,6.67,500.0,0.0
ACC000000000394,CUST000796,RECURRING_DEPOSIT,BR0060,USD,2021-11-30,INACTIVE,32302.73,51786.86,32782.59,1.89,500.0,0.0
ACC000000000395,CUST000796,SALARY,BR0029,USD,2021-12-14,DORMANT,33670.6,21922.57,78667.57,0.66,500.0,0.0
ACC000000000396,CUST000724,SAVINGS,BR0035,USD,2023-04-19,ACTIVE,32156.9,58089.45,45673.29,2.51,0.0,0.0
ACC000000000397,CUST000540,FIXED_DEPOSIT,BR0036,USD,2025-03-25,DORMANT,33134.01,88468.35,6915.0,1.37,500.0,0.0
ACC000000000398,CUST000559,SALARY,BR0100,USD,2023-02-06,ACTIVE,47158.96,80276.09,86506.87,6.74,0.0,0.0
ACC000000000399,CUST000292,FIXED_DEPOSIT,BR0044,USD,2023-11-06,ACTIVE,44262.98,8103.22,48292.44,5.26,500.0,6579.79
ACC000000000400,CUST000184,FIXED_DEPOSIT,BR0042,USD,2025-06-18,CLOSED,48589.05,65169.03,14345.0,2.68,0.0,0.0
ACC000000000401,CUST000201,FIXED_DEPOSIT,BR0001,USD,2022-07-03,ACTIVE,41977.93,61908.66,13337.32,4.34,500.0,9715.54
ACC000000000402,CUST000128,FIXED_DEPOSIT,BR0043,USD,2024-08-13,CLOSED,45084.89,94110.68,9671.4,4.04,0.0,8273.99
ACC000000000403,CUST000104,CURRENT,BR0049,USD,2025-10-12,ACTIVE,1880.55,37108.08,94117.2,3.71,500.0,0.0
ACC000000000404,CUST000283,FIXED_DEPOSIT,BR0099,USD,2023-07-29,ACTIVE,27031.56,9813.74,29474.98,4.25,0.0,0.0
ACC000000000405,CUST000646,FIXED_DEPOSIT,BR0066,USD,2023-01-21,ACTIVE,49563.42,11982.71,54513.6,4.61,500.0,0.0
ACC000000000406,CUST000417,FIXED_DEPOSIT,BR0052,USD,2021-04-22,CLOSED,41533.48,14235.5,65463.26,6.3,500.0,0.0
ACC000000000407,CUST000707,CURRENT,BR0097,USD,2025-12-04,ACTIVE,14681.53,92014.98,83504.4,0.95,500.0,697.61
ACC000000000408,CUST000929,RECURRING_DEPOSIT,BR0013,USD,2025-11-25,ACTIVE,29033.82,12627.8,84784.2,3.14,500.0,0.0
ACC000000000409,CUST000637,RECURRING_DEPOSIT,BR0087,USD,2023-10-16,ACTIVE,21926.17,43954.95,83906.05,2.81,0.0,1401.81
ACC000000000410,CUST000223,SAVINGS,BR0086,USD,2022-12-30,ACTIVE,46090.58,75321.42,33022.43,2.68,500.0,7236.84
ACC000000000411,CUST000489,FIXED_DEPOSIT,BR0060,USD,2024-11-21,ACTIVE,25325.16,57140.75,1780.53,6.21,500.0,0.0
ACC000000000412,CUST000996,SAVINGS,BR0032,USD,2024-01-05,CLOSED,16968.42,44304.85,30323.48,3.9,0.0,1165.03
ACC000000000413,CUST000881,SALARY,BR0057,USD,2025-01-23,ACTIVE,10242.69,75956.8,58058.68,6.42,500.0,1222.03
ACC000000000414,CUST000508,CURRENT,BR0083,USD,2021-06-05,ACTIVE,30109.88,92067.01,77439.84,1.52,500.0,61.69
ACC000000000415,CUST000071,CURRENT,BR0023,USD,2024-07-22,DORMANT,32217.49,12840.53,5992.15,5.18,500.0,0.0
ACC000000000416,CUST000214,RECURRING_DEPOSIT,BR0090,USD,2024-11-03,ACTIVE,10511.5,88616.57,44938.27,0.93,0.0,0.0
ACC000000000417,CUST000472,RECURRING_DEPOSIT,BR0029,USD,2025-09-10,ACTIVE,19302.27,39812.16,59461.58,1.9,0.0,6840.2
ACC000000000418,CUST000274,RECURRING_DEPOSIT,BR0012,USD,2024-04-17,ACTIVE,4480.76,80267.46,64078.68,6.11,500.0,2232.04
ACC000000000419,CUST000510,FIXED_DEPOSIT,BR0037,USD,2022-12-09,ACTIVE,41715.73,49750.12,53533.97,5.13,500.0,0.0
ACC000000000420,CUST000113,RECURRING_DEPOSIT,BR0079,USD,2025-02-26,ACTIVE,22150.4,97437.98,58512.16,2.84,0.0,0.0
ACC000000000421,CUST000852,CURRENT,BR0022,USD,2023-05-09,ACTIVE,3745.32,31503.18,36939.47,3.63,500.0,0.0
ACC000000000422,CUST000353,RECURRING_DEPOSIT,BR0003,USD,2022-04-30,ACTIVE,3582.45,38206.83,90776.06,1.12,0.0,0.0
ACC000000000423,CUST000472,RECURRING_DEPOSIT,BR0004,USD,2021-08-21,ACTIVE,12155.3,93975.63,82034.76,2.43,500.0,0.0
ACC000000000424,CUST000654,SALARY,BR0024,USD,2025-04-28,ACTIVE,109.96,27701.97,61246.84,3.33,500.0,0.0
ACC000000000425,CUST000559,SAVINGS,BR0095,USD,2024-10-08,CLOSED,44517.92,12674.13,86150.16,6.28,500.0,7151.41
ACC000000000426,CUST000883,RECURRING_DEPOSIT,BR0084,USD,2022-07-07,DORMANT,10476.17,89013.09,79970.51,3.17,500.0,0.0
ACC000000000427,CUST000261,FIXED_DEPOSIT,BR0097,USD,2023-04-22,DORMANT,17094.14,4530.07,40804.75,0.7,500.0,1706.12
ACC000000000428,CUST000838,SALARY,BR0085,USD,2023-12-30,ACTIVE,5973.15,1301.11,69659.12,3.96,500.0,0.0
ACC000000000429,CUST000370,SALARY,BR0085,USD,2022-01-14,CLOSED,4792.73,79313.06,85111.19,4.19,0.0,0.0
ACC000000000430,CUST000906,FIXED_DEPOSIT,BR0039,USD,2021-08-05,DORMANT,30905.5,62371.83,44676.58,6.35,0.0,0.0
ACC000000000431,CUST000245,RECURRING_DEPOSIT,BR0100,USD,2022-03-16,CLOSED,49586.13,55697.82,64349.56,7.46,0.0,0.0
ACC000000000432,CUST000231,SALARY,BR0056,USD,2025-12-15,ACTIVE,40217.08,91398.4,34336.75,5.65,500.0,0.0
ACC000000000433,CUST000530,SAVINGS,BR0063,USD,2023-07-18,ACTIVE,7986.56,53637.8,79962.34,3.27,500.0,2879.22
ACC000000000434,CUST000511,SALARY,BR0048,USD,2023-12-12,ACTIVE,33290.41,31538.91,62987.71,2.1,500.0,0.0
ACC000000000435,CUST000426,RECURRING_DEPOSIT,BR0073,USD,2025-11-01,ACTIVE,40375.57,29101.72,46098.01,1.66,500.0,0.0
ACC000000000436,CUST000439,SAVINGS,BR0043,USD,2023-02-14,CLOSED,13924.69,50387.69,41858.0,0.99,500.0,0.0
ACC000000000437,CUST000141,FIXED_DEPOSIT,BR0065,USD,2025-12-21,ACTIVE,30396.09,92862.82,29447.19,4.3,500.0,0.0
ACC000000000438,CUST000448,CURRENT,BR0096,USD,2024-09-12,DORMANT,3646.29,40051.92,31069.39,5.37,500.0,3276.57
ACC000000000439,CUST000669,SAVINGS,BR0062,USD,2022-01-11,ACTIVE,29818.15,3600.93,40889.22,2.58,500.0,0.0
ACC000000000440,CUST000046,FIXED_DEPOSIT,BR0015,USD,2024-12-27,DORMANT,22625.13,96749.02,43593.22,4.43,0.0,0.0
ACC000000000441,CUST000901,CURRENT,BR0063,USD,2025-11-21,ACTIVE,8023.33,81621.51,88008.81,7.45,500.0,0.0
ACC000000000442,CUST000720,SALARY,BR0031,USD,2022-10-28,ACTIVE,19232.09,77462.97,56250.71,7.46,500.0,0.0
ACC000000000443,CUST000199,CURRENT,BR0028,USD,2025-01-08,ACTIVE,24066.95,80736.79,53060.59,6.87,0.0,0.0
ACC000000000444,CUST000243,RECURRING_DEPOSIT,BR0025,USD,2024-02-07,INACTIVE,34751.93,46670.16,50712.42,3.85,500.0,151.67
ACC000000000445,CUST000615,RECURRING_DEPOSIT,BR0013,USD,2024-01-26,ACTIVE,38221.99,86123.6,86861.93,1.69,500.0,0.0
ACC000000000446,CUST000121,SAVINGS,BR0005,USD,2022-02-19,INACTIVE,33608.92,61047.84,85429.59,7.47,500.0,0.0
ACC000000000447,CUST000438,SALARY,BR0100,USD,2021-05-22,ACTIVE,30554.68,75581.81,38938.9,6.98,500.0,9630.96
ACC000000000448,CUST000361,CURRENT,BR0043,USD,2025-04-26,DORMANT,37922.54,20775.5,3895.31,7.1,500.0,0.0
ACC000000000449,CUST000742,SALARY,BR0041,USD,2025-03-07,CLOSED,25151.32,58615.94,62704.41,3.97,500.0,0.0
ACC000000000450,CUST000650,SALARY,BR0029,USD,2025-10-22,DORMANT,48493.13,22638.18,15460.47,6.85,500.0,6571.74
ACC000000000451,CUST000837,RECURRING_DEPOSIT,BR0025,USD,2025-01-14,ACTIVE,33539.25,45300.27,5962.2,2.02,0.0,0.0
ACC000000000452,CUST000186,SALARY,BR0083,USD,2025-05-20,ACTIVE,46798.3,4066.92,96252.55,4.9,0.0,0.0
ACC000000000453,CUST000368,SALARY,BR0010,USD,2023-02-04,INACTIVE,12187.14,37213.88,21984.99,6.45,500.0,0.0
ACC000000000454,CUST000966,CURRENT,BR0003,USD,2023-11-16,CLOSED,43720.11,69751.06,81093.36,1.82,500.0,0.0
ACC000000000455,CUST000967,SAVINGS,BR0005,USD,2024-09-21,DORMANT,16726.66,56829.39,25810.72,5.0,500.0,0.0
ACC000000000456,CUST000431,FIXED_DEPOSIT,BR0058,USD,2021-07-23,ACTIVE,20280.61,39827.78,31067.66,3.12,0.0,1418.64
ACC000000000457,CUST000638,RECURRING_DEPOSIT,BR0043,USD,2024-01-09,ACTIVE,34879.38,43134.45,45760.5,5.81,500.0,0.0
ACC000000000458,CUST000146,RECURRING_DEPOSIT,BR0035,USD,2022-07-05,CLOSED,42887.95,3953.84,74758.59,3.93,500.0,1519.07
ACC000000000459,CUST000067,RECURRING_DEPOSIT,BR0053,USD,2023-07-01,ACTIVE,43659.25,87564.02,34532.1,6.94,500.0,0.0
ACC000000000460,CUST000476,SALARY,BR0048,USD,2023-11-09,DORMANT,45755.85,52339.8,93029.97,6.22,500.0,4582.05
ACC000000000461,CUST000066,SAVINGS,BR0078,USD,2025-02-09,DORMANT,24951.01,52366.08,58002.66,0.64,500.0,0.0
ACC000000000462,CUST000690,SALARY,BR0034,USD,2024-06-16,CLOSED,39116.8,97501.4,48200.74,4.73,0.0,0.0
ACC000000000463,CUST000770,CURRENT,BR0023,USD,2024-03-05,ACTIVE,41563.72,40995.8,81222.3,2.42,500.0,8696.37
ACC000000000464,CUST000776,FIXED_DEPOSIT,BR0063,USD,2021-04-11,ACTIVE,7390.77,89750.91,18606.31,0.75,500.0,8281.97
ACC000000000465,CUST000941,SAVINGS,BR0011,USD,2025-05-20,CLOSED,903.4,40036.47,41769.23,5.77,0.0,800.57
ACC000000000466,CUST000506,RECURRING_DEPOSIT,BR0005,USD,2025-07-20,ACTIVE,5788.42,4026.77,72972.09,6.5,500.0,0.0
ACC000000000467,CUST000013,FIXED_DEPOSIT,BR0034,USD,2023-09-05,CLOSED,5747.82,93558.52,993.53,0.52,0.0,0.0
ACC000000000468,CUST000704,SALARY,BR0014,USD,2022-06-05,DORMANT,18462.86,18807.67,25252.26,5.13,500.0,3694.89
ACC000000000469,CUST000117,FIXED_DEPOSIT,BR0008,USD,2021-03-14,DORMANT,32877.76,51735.28,23372.99,5.76,0.0,0.0
ACC000000000470,CUST000383,CURRENT,BR0001,USD,2024-03-01,ACTIVE,15642.96,41356.7,20835.37,3.68,500.0,0.0
ACC000000000471,CUST000930,FIXED_DEPOSIT,BR0064,USD,2024-06-04,ACTIVE,5332.77,55102.95,36820.08,6.97,500.0,0.0
ACC000000000472,CUST000853,CURRENT,BR0005,USD,2025-04-25,CLOSED,13284.58,4510.88,56948.87,1.82,500.0,0.0
ACC000000000473,CUST000335,FIXED_DEPOSIT,BR0065,USD,2023-03-09,ACTIVE,9838.79,42614.79,85712.42,3.53,500.0,0.0
ACC000000000474,CUST000388,SALARY,BR0026,USD,2022-01-24,ACTIVE,20109.43,88943.39,17058.34,2.81,0.0,0.0
ACC000000000475,CUST000743,FIXED_DEPOSIT,BR0081,USD,2021-05-26,ACTIVE,3988.61,30728.84,42171.73,7.45,0.0,0.0
ACC000000000476,CUST000940,RECURRING_DEPOSIT,BR0063,USD,2025-11-29,ACTIVE,16188.77,89906.25,83751.47,7.43,0.0,0.0
ACC000000000477,CUST000468,FIXED_DEPOSIT,BR0100,USD,2021-11-15,ACTIVE,34309.72,40391.31,86294.72,3.46,500.0,0.0
ACC000000000478,CUST000185,SAVINGS,BR0083,USD,2023-01-16,ACTIVE,40627.05,65065.97,93816.29,6.68,500.0,0.0
ACC000000000479,CUST000887,FIXED_DEPOSIT,BR0015,USD,2022-08-14,CLOSED,12890.06,64397.01,26026.6,4.57,500.0,0.0
ACC000000000480,CUST000365,RECURRING_DEPOSIT,BR0075,USD,2022-09-27,INACTIVE,29062.56,764.45,76882.5,6.09,0.0,0.0
ACC000000000481,CUST000325,SALARY,BR0055,USD,2021-03-18,ACTIVE,8688.9,68230.08,15665.86,4.24,0.0,0.0
ACC000000000482,CUST000718,SAVINGS,BR0046,USD,2022-11-20,ACTIVE,49368.05,54406.41,86797.15,1.92,500.0,0.0
ACC000000000483,CUST000955,CURRENT,BR0008,USD,2022-02-02,ACTIVE,17840.54,63442.74,77222.38,7.04,500.0,0.0
ACC000000000484,CUST000252,RECURRING_DEPOSIT,BR0039,USD,2023-08-24,ACTIVE,44045.67,4226.3,50697.92,4.62,0.0,0.0
ACC000000000485,CUST000813,SALARY,BR0093,USD,2022-06-22,ACTIVE,28178.94,64075.31,86854.88,7.27,500.0,0.0
ACC000000000486,CUST000494,SAVINGS,BR0096,USD,2024-05-09,ACTIVE,1369.71,22087.76,51116.25,5.2,500.0,0.0
ACC000000000487,CUST000577,RECURRING_DEPOSIT,BR0020,USD,2025-03-18,ACTIVE,19682.11,36960.0,68086.87,5.76,0.0,0.0
ACC000000000488,CUST000531,SALARY,BR0062,USD,2023-07-24,CLOSED,44097.96,19222.48,56234.52,6.72,0.0,0.0
ACC000000000489,CUST000102,RECURRING_DEPOSIT,BR0034,USD,2022-08-01,ACTIVE,27064.51,81204.99,75485.5,0.59,500.0,0.0
ACC000000000490,CUST000337,SALARY,BR0070,USD,2021-07-05,DORMANT,40779.13,4945.13,70056.31,2.83,500.0,0.0
ACC000000000491,CUST000633,CURRENT,BR0055,USD,2025-03-10,DORMANT,37639.13,2887.35,58886.29,4.83,500.0,0.0
ACC000000000492,CUST000827,FIXED_DEPOSIT,BR0021,USD,2023-09-04,INACTIVE,47464.24,99530.05,42321.62,6.46,500.0,9725.35
ACC000000000493,CUST000996,SALARY,BR0044,USD,2024-05-29,DORMANT,286.41,96320.75,4687.58,5.03,500.0,1422.03
ACC000000000494,CUST000842,FIXED_DEPOSIT,BR0087,USD,2023-09-20,DORMANT,33417.28,58226.41,92256.03,6.66,500.0,0.0
ACC000000000495,CUST000533,FIXED_DEPOSIT,BR0094,USD,2021-07-07,DORMANT,1800.72,57990.58,86108.86,3.16,500.0,0.0
ACC000000000496,CUST000880,RECURRING_DEPOSIT,BR0031,USD,2021-02-20,ACTIVE,33265.03,5745.83,6352.95,5.56,500.0,4543.01
ACC000000000497,CUST000714,FIXED_DEPOSIT,BR0001,USD,2025-07-14,DORMANT,2391.15,87382.1,17226.59,5.15,0.0,5482.31
ACC000000000498,CUST000362,SALARY,BR0016,USD,2024-05-07,DORMANT,30337.94,5319.33,95853.07,5.88,500.0,7068.88
ACC000000000499,CUST000414,FIXED_DEPOSIT,BR0046,USD,2021-04-06,ACTIVE,11627.21,51313.79,31606.54,5.23,500.0,0.0
ACC000000000500,CUST000945,SAVINGS,BR0004,USD,2024-10-29,ACTIVE,33191.25,75207.1,2299.93,6.87,500.0,0.0
ACC000000000501,CUST000858,FIXED_DEPOSIT,BR0048,USD,2023-09-08,DORMANT,859.56,20877.51,41757.86,4.43,500.0,3012.79
ACC000000000502,CUST000258,CURRENT,BR0044,USD,2025-07-10,ACTIVE,19112.19,828.18,75855.35,5.84,0.0,0.0
ACC000000000503,CUST000237,SAVINGS,BR0055,USD,2025-11-12,ACTIVE,3716.64,30398.36,44628.75,3.66,500.0,1042.11
ACC000000000504,CUST000850,SAVINGS,BR0018,USD,2024-04-07,INACTIVE,22949.45,19239.56,37389.37,6.62,0.0,0.0
ACC000000000505,CUST000453,SAVINGS,BR0039,USD,2022-10-26,ACTIVE,34361.42,40296.55,66235.26,6.9,500.0,0.0
ACC000000000506,CUST000519,CURRENT,BR0045,USD,2023-08-16,ACTIVE,36353.9,14385.55,44736.49,6.79,500.0,0.0
ACC000000000507,CUST000673,FIXED_DEPOSIT,BR0079,USD,2025-01-17,INACTIVE,41996.62,42971.0,89867.58,5.99,500.0,0.0
ACC000000000508,CUST000783,SAVINGS,BR0005,USD,2024-11-06,ACTIVE,18423.18,91653.59,20870.13,2.4,500.0,0.0
ACC000000000509,CUST000922,SAVINGS,BR0055,USD,2021-10-07,ACTIVE,3757.93,24449.67,95855.24,1.47,500.0,9042.71
ACC000000000510,CUST000180,CURRENT,BR0040,USD,2022-06-14,ACTIVE,40870.89,35232.08,38617.11,5.78,0.0,0.0
ACC000000000511,CUST000289,SALARY,BR0085,USD,2025-01-08,CLOSED,39193.02,25828.97,18342.08,6.35,0.0,0.0
ACC000000000512,CUST000224,RECURRING_DEPOSIT,BR0018,USD,2024-12-31,ACTIVE,44391.06,44744.98,74555.78,2.96,0.0,7792.38
ACC000000000513,CUST000316,SALARY,BR0023,USD,2025-05-29,ACTIVE,34713.48,8730.14,3727.07,2.41,500.0,0.0
ACC000000000514,CUST000044,CURRENT,BR0049,USD,2023-04-11,ACTIVE,8758.53,38380.82,1263.93,6.4,0.0,0.0
ACC000000000515,CUST000761,SALARY,BR0035,USD,2024-01-23,ACTIVE,8135.3,19490.61,94069.27,2.57,500.0,0.0
ACC000000000516,CUST000529,SAVINGS,BR0100,USD,2025-10-29,INACTIVE,41005.12,72924.0,11891.65,4.45,500.0,5268.86
ACC000000000517,CUST000654,SALARY,BR0023,USD,2024-09-20,DORMANT,24925.51,73304.45,32113.27,5.47,0.0,0.0
ACC000000000518,CUST000626,FIXED_DEPOSIT,BR0008,USD,2021-12-18,CLOSED,4548.0,81405.12,22312.25,2.75,500.0,6923.07
ACC000000000519,CUST000685,CURRENT,BR0041,USD,2023-08-13,ACTIVE,8291.09,77638.85,65293.88,3.19,500.0,0.0
ACC000000000520,CUST000069,SALARY,BR0021,USD,2022-06-23,ACTIVE,45081.7,28806.32,78873.92,6.27,0.0,5317.27
ACC000000000521,CUST000689,RECURRING_DEPOSIT,BR0082,USD,2022-01-02,DORMANT,17266.7,96231.35,15671.56,4.38,500.0,0.0
ACC000000000522,CUST000967,FIXED_DEPOSIT,BR0048,USD,2024-11-15,CLOSED,176.73,28831.94,71075.41,2.95,0.0,0.0
ACC000000000523,CUST000982,RECURRING_DEPOSIT,BR0096,USD,2023-08-07,CLOSED,6190.65,38888.08,61892.12,4.66,500.0,0.0
ACC000000000524,CUST000547,SALARY,BR0028,USD,2024-08-08,CLOSED,45336.65,36732.2,4744.47,4.8,500.0,0.0
ACC000000000525,CUST000813,RECURRING_DEPOSIT,BR0055,USD,2024-10-21,DORMANT,38951.99,69452.85,19161.62,2.19,500.0,7445.51
ACC000000000526,CUST000577,RECURRING_DEPOSIT,BR0075,USD,2022-10-15,INACTIVE,30590.76,5045.0,38412.0,6.09,500.0,0.0
ACC000000000527,CUST000171,CURRENT,BR0084,USD,2024-01-03,INACTIVE,34865.65,99868.33,38733.45,5.18,500.0,0.0
ACC000000000528,CUST000951,RECURRING_DEPOSIT,BR0085,USD,2021-07-21,ACTIVE,17001.4,31179.4,10980.5,3.43,500.0,0.0
ACC000000000529,CUST000187,RECURRING_DEPOSIT,BR0073,USD,2022-06-07,DORMANT,38430.05,11809.1,40451.24,0.65,0.0,0.0
ACC000000000530,CUST000675,FIXED_DEPOSIT,BR0089,USD,2024-11-03,ACTIVE,5605.61,84792.52,74869.12,3.11,500.0,0.0
ACC000000000531,CUST000794,FIXED_DEPOSIT,BR0056,USD,2023-03-31,CLOSED,29324.39,9628.04,2183.56,7.11,500.0,0.0
ACC000000000532,CUST000482,CURRENT,BR0074,USD,2024-05-03,ACTIVE,9626.37,53310.69,96707.79,4.09,0.0,0.0
ACC000000000533,CUST000008,CURRENT,BR0023,USD,2023-09-07,ACTIVE,3756.54,36275.41,82486.83,0.97,0.0,8855.6
ACC000000000534,CUST000477,SAVINGS,BR0048,USD,2022-02-16,ACTIVE,27031.95,20622.0,18845.06,3.52,0.0,3829.16
ACC000000000535,CUST000476,RECURRING_DEPOSIT,BR0075,USD,2024-06-26,ACTIVE,49954.73,41033.38,91694.57,0.81,500.0,0.0
ACC000000000536,CUST000483,SALARY,BR0017,USD,2022-11-18,CLOSED,8840.69,27124.62,48964.54,5.95,500.0,0.0
ACC000000000537,CUST000314,FIXED_DEPOSIT,BR0085,USD,2023-02-15,ACTIVE,46864.31,85141.4,45236.48,1.87,0.0,3332.64
ACC000000000538,CUST000629,SAVINGS,BR0055,USD,2022-12-05,ACTIVE,36223.44,17804.51,21786.64,5.98,500.0,0.0
ACC000000000539,CUST000808,FIXED_DEPOSIT,BR0035,USD,2024-12-07,ACTIVE,14238.65,94297.84,68651.09,1.16,500.0,6634.8
ACC000000000540,CUST000192,SAVINGS,BR0033,USD,2025-03-12,CLOSED,43056.51,89138.51,93746.63,2.92,0.0,0.0
ACC000000000541,CUST000409,SALARY,BR0085,USD,2021-10-06,DORMANT,8641.0,87934.96,52414.61,3.97,500.0,0.0
ACC000000000542,CUST000641,FIXED_DEPOSIT,BR0083,USD,2024-04-03,CLOSED,38386.68,30282.01,17198.23,3.46,500.0,0.0
ACC000000000543,CUST000291,SAVINGS,BR0083,USD,2024-07-19,ACTIVE,8703.05,39109.64,6390.52,0.94,0.0,1687.9
ACC000000000544,CUST000190,SALARY,BR0021,USD,2025-05-29,CLOSED,14609.77,68185.47,85253.34,6.15,500.0,0.0
ACC000000000545,CUST000017,FIXED_DEPOSIT,BR0002,USD,2025-07-12,ACTIVE,44786.26,14219.76,57865.91,4.13,500.0,0.0
ACC000000000546,CUST000254,SAVINGS,BR0060,USD,2022-12-19,INACTIVE,44314.79,7602.15,96942.44,6.96,0.0,0.0
ACC000000000547,CUST000332,FIXED_DEPOSIT,BR0019,USD,2024-06-27,ACTIVE,17862.4,61921.97,62152.09,4.25,500.0,432.28
ACC000000000548,CUST000280,CURRENT,BR0081,USD,2024-03-02,CLOSED,17280.72,19202.6,1235.7,6.21,500.0,0.0
ACC000000000549,CUST000771,SAVINGS,BR0080,USD,2023-10-13,ACTIVE,30357.22,93660.55,43063.11,2.41,500.0,0.0
ACC000000000550,CUST000266,CURRENT,BR0071,USD,2022-06-14,ACTIVE,31845.08,15477.2,39037.79,6.44,500.0,0.0
ACC000000000551,CUST000563,FIXED_DEPOSIT,BR0026,USD,2022-08-14,ACTIVE,33596.94,86488.68,56567.49,4.04,500.0,0.0
ACC000000000552,CUST000634,RECURRING_DEPOSIT,BR0082,USD,2023-02-22,ACTIVE,39653.46,32963.4,94845.1,7.03,500.0,0.0
ACC000000000553,CUST000919,SALARY,BR0001,USD,2021-04-11,ACTIVE,24774.83,31701.67,72716.21,2.22,500.0,5909.19
ACC000000000554,CUST000174,CURRENT,BR0014,USD,2023-11-21,ACTIVE,4182.3,11601.08,61362.9,4.09,500.0,0.0
ACC000000000555,CUST000923,RECURRING_DEPOSIT,BR0017,USD,2021-09-20,ACTIVE,30964.17,15760.21,94945.29,7.21,0.0,0.0
ACC000000000556,CUST000441,RECURRING_DEPOSIT,BR0099,USD,2021-02-12,ACTIVE,34728.53,90230.87,92031.8,5.99,500.0,9039.52
ACC000000000557,CUST000730,RECURRING_DEPOSIT,BR0097,USD,2025-03-04,ACTIVE,49967.22,54064.49,89443.03,1.93,0.0,0.0
ACC000000000558,CUST000378,SALARY,BR0057,USD,2023-01-20,ACTIVE,21738.53,45039.32,56271.89,4.85,0.0,0.0
ACC000000000559,CUST000580,FIXED_DEPOSIT,BR0084,USD,2024-06-28,DORMANT,33860.28,78894.06,63865.45,3.15,500.0,0.0
ACC000000000560,CUST000900,CURRENT,BR0041,USD,2024-03-29,ACTIVE,49805.43,42165.89,63402.22,5.26,500.0,0.0
ACC000000000561,CUST000520,RECURRING_DEPOSIT,BR0049,USD,2025-07-16,CLOSED,26134.89,9266.93,56240.35,3.1,500.0,0.0
ACC000000000562,CUST000448,SALARY,BR0038,USD,2024-10-29,ACTIVE,41753.54,73049.12,46289.59,4.56,0.0,381.74
ACC000000000563,CUST000311,RECURRING_DEPOSIT,BR0067,USD,2022-12-11,ACTIVE,22124.65,2447.74,77279.72,1.47,500.0,5349.29
ACC000000000564,CUST000008,FIXED_DEPOSIT,BR0088,USD,2024-03-28,DORMANT,34497.89,27611.4,10808.07,2.0,500.0,0.0
ACC000000000565,CUST000340,FIXED_DEPOSIT,BR0075,USD,2024-01-27,ACTIVE,34353.84,35414.7,91974.92,5.76,500.0,0.0
ACC000000000566,CUST000005,SAVINGS,BR0007,USD,2023-09-29,ACTIVE,45710.81,51527.66,37970.08,3.09,500.0,4723.92
ACC000000000567,CUST000497,RECURRING_DEPOSIT,BR0099,USD,2025-05-18,ACTIVE,40272.74,92055.7,26893.21,4.0,500.0,0.0
ACC000000000568,CUST000257,RECURRING_DEPOSIT,BR0085,USD,2025-01-09,ACTIVE,34689.79,51904.4,35523.15,4.92,500.0,0.0
ACC000000000569,CUST000441,CURRENT,BR0011,USD,2022-12-20,INACTIVE,12739.76,9085.28,51097.85,1.72,500.0,0.0
ACC000000000570,CUST000071,FIXED_DEPOSIT,BR0043,USD,2024-05-29,ACTIVE,45461.08,34931.47,64553.77,2.05,500.0,0.0
ACC000000000571,CUST000454,FIXED_DEPOSIT,BR0079,USD,2025-11-07,INACTIVE,23130.54,29357.69,59553.76,7.05,0.0,5719.94
ACC000000000572,CUST000356,RECURRING_DEPOSIT,BR0009,USD,2024-05-12,DORMANT,46940.7,50243.69,37585.94,3.85,0.0,0.0
ACC000000000573,CUST000097,FIXED_DEPOSIT,BR0044,USD,2023-01-31,DORMANT,6119.55,19894.78,59316.48,5.78,500.0,0.0
ACC000000000574,CUST000682,SAVINGS,BR0043,USD,2024-12-07,DORMANT,46007.51,24412.52,62204.35,7.29,500.0,0.0
ACC000000000575,CUST000257,RECURRING_DEPOSIT,BR0076,USD,2021-08-21,DORMANT,37425.64,3493.03,2399.39,1.77,500.0,0.0
ACC000000000576,CUST000026,CURRENT,BR0011,USD,2025-06-27,CLOSED,47760.72,70206.98,59278.16,2.79,0.0,5433.33
ACC000000000577,CUST000367,CURRENT,BR0064,USD,2022-09-08,ACTIVE,11409.48,73467.5,30028.96,3.64,500.0,7615.92
ACC000000000578,CUST000720,CURRENT,BR0100,USD,2022-12-08,ACTIVE,5891.32,49294.67,38221.22,4.01,0.0,0.0
ACC000000000579,CUST000519,SAVINGS,BR0077,USD,2024-08-21,INACTIVE,20107.25,61370.89,11788.01,6.01,500.0,183.93
ACC000000000580,CUST000516,FIXED_DEPOSIT,BR0039,USD,2023-03-08,CLOSED,45833.61,5896.22,54455.18,1.23,500.0,0.0
